All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename : undef
SeqY filename : undef
SeqX name : undef
SeqY name : undef
SeqX length : 3209286559
SeqY length : 2174274532
Min.fragment.length : undef
Min.Identity : undef
Tot Hits (seeds) : undef
Tot Hits (seeds) used: undef
Total fragments : undef
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,19357407,415238811,19357535,415238939,f,0,128,102,102,80.00,80.00,0,0
Frag,19361684,415241142,19361748,415241206,f,0,64,51,51,80.00,80.00,0,0
Frag,44122247,436550262,44122407,436550422,f,0,160,128,128,80.00,80.00,0,0
Frag,20749725,408141682,20749917,408141874,f,0,192,153,153,80.00,80.00,0,0
Frag,20807194,408182062,20807290,408182158,f,0,96,76,76,80.00,80.00,0,0
Frag,20810726,408184057,20810822,408184153,f,0,96,76,76,80.00,80.00,0,0
Frag,20813151,408186201,20813215,408186265,f,0,64,51,51,80.00,80.00,0,0
Frag,20825097,408188938,20825193,408189034,f,0,96,76,76,80.00,80.00,0,0
Frag,20949977,408242544,20950137,408242704,f,0,160,128,128,80.00,80.00,0,0
Frag,20982386,408258830,20982450,408258894,f,0,64,51,51,80.00,80.00,0,0
Frag,21001152,408272639,21001280,408272767,f,0,128,102,102,80.00,80.00,0,0
Frag,21001153,408272640,21001313,408272800,f,0,160,128,128,80.00,80.00,0,0
Frag,5794059,495564960,5794123,495565024,f,0,64,51,51,80.00,80.00,0,0
Frag,5794059,495563644,5794123,495563708,f,0,64,51,51,80.00,80.00,0,0
Frag,28743159,483922714,28743895,483923450,f,0,736,588,588,80.00,80.00,0,0
Frag,28742402,483921954,28743106,483922658,f,0,704,563,563,80.00,80.00,0,0
Frag,38138168,483519618,38138296,483519746,f,0,128,102,102,80.00,80.00,0,0
Frag,38129368,483506456,38129464,483506552,f,0,96,76,76,80.00,80.00,0,0
Frag,38076539,483447004,38076763,483447228,f,0,224,179,179,80.00,80.00,0,0
Frag,38095330,483461180,38095490,483461340,f,0,160,128,128,80.00,80.00,0,0
Frag,38095319,483461169,38095671,483461521,f,0,352,281,281,80.00,80.00,0,0
Frag,38162625,483524702,38162689,483524766,f,0,64,51,51,80.00,80.00,0,0
Frag,38162373,483524448,38162597,483524672,f,0,224,179,179,80.00,80.00,0,0
Frag,38187742,483537178,38187870,483537306,f,0,128,102,102,80.00,80.00,0,0
Frag,38191344,483539810,38191632,483540098,f,0,288,230,230,80.00,80.00,0,0
Frag,38197284,483543086,38197764,483543566,f,0,480,384,384,80.00,80.00,0,0
Frag,38222226,483559964,38222386,483560124,f,0,160,128,128,80.00,80.00,0,0
Frag,38213505,483551064,38213633,483551192,f,0,128,102,102,80.00,80.00,0,0
Frag,38246885,483569605,38247205,483569925,f,0,320,256,256,80.00,80.00,0,0
Frag,38246885,483567955,38247205,483568275,f,0,320,256,256,80.00,80.00,0,0
Frag,38258282,483577667,38258570,483577955,f,0,288,230,230,80.00,80.00,0,0
Frag,38258310,483577695,38258662,483578047,f,0,352,281,281,80.00,80.00,0,0
Frag,38258288,483576700,38258576,483576988,f,0,288,230,230,80.00,80.00,0,0
Frag,38258285,483576697,38258669,483577081,f,0,384,307,307,80.00,80.00,0,0
Frag,38270913,483588261,38271009,483588357,f,0,96,76,76,80.00,80.00,0,0
Frag,38326789,483606068,38327077,483606356,f,0,288,230,230,80.00,80.00,0,0
Frag,38336353,483613230,38336609,483613486,f,0,256,204,204,80.00,80.00,0,0
Frag,38336350,483613227,38336798,483613675,f,0,448,358,358,80.00,80.00,0,0
Frag,38353924,483615344,38354244,483615664,f,0,320,256,256,80.00,80.00,0,0
Frag,38353916,483615336,38354300,483615720,f,0,384,307,307,80.00,80.00,0,0
Frag,38371049,483621765,38371145,483621861,f,0,96,76,76,80.00,80.00,0,0
Frag,38381316,483624782,38381444,483624910,f,0,128,102,102,80.00,80.00,0,0
Frag,38381177,483624641,38381241,483624705,f,0,64,51,51,80.00,80.00,0,0
Frag,38445017,483636651,38445177,483636811,f,0,160,128,128,80.00,80.00,0,0
Frag,38496509,483659321,38496669,483659481,f,0,160,128,128,80.00,80.00,0,0
Frag,38498206,483660978,38498270,483661042,f,0,64,51,51,80.00,80.00,0,0
Frag,38608056,483738755,38608152,483738851,f,0,96,76,76,80.00,80.00,0,0
Frag,38570367,483699072,38570431,483699136,f,0,64,51,51,80.00,80.00,0,0
Frag,38585072,483712091,38585232,483712251,f,0,160,128,128,80.00,80.00,0,0
Frag,38669731,483773372,38669859,483773500,f,0,128,102,102,80.00,80.00,0,0
Frag,38686395,483777229,38686459,483777293,f,0,64,51,51,80.00,80.00,0,0
Frag,38685960,483776793,38686152,483776985,f,0,192,153,153,80.00,80.00,0,0
Frag,38685970,483776803,38686226,483777059,f,0,256,204,204,80.00,80.00,0,0
Frag,38685965,483776798,38686285,483777118,f,0,320,256,256,80.00,80.00,0,0
Frag,38685962,483776795,38686346,483777179,f,0,384,307,307,80.00,80.00,0,0
Frag,38727533,483797339,38727725,483797531,f,0,192,153,153,80.00,80.00,0,0
Frag,38727540,483797346,38727924,483797730,f,0,384,307,307,80.00,80.00,0,0
Frag,38727360,483797164,38727424,483797228,f,0,64,51,51,80.00,80.00,0,0
Frag,38783567,483827639,38783631,483827703,f,0,64,51,51,80.00,80.00,0,0
Frag,38783660,483827717,38783852,483827909,f,0,192,153,153,80.00,80.00,0,0
Frag,38783567,483826604,38783631,483826668,f,0,64,51,51,80.00,80.00,0,0
Frag,38783666,483826688,38783858,483826880,f,0,192,153,153,80.00,80.00,0,0
Frag,38789218,483831261,38789282,483831325,f,0,64,51,51,80.00,80.00,0,0
Frag,38826311,483860676,38826503,483860868,f,0,192,153,153,80.00,80.00,0,0
Frag,38826335,483860700,38826623,483860988,f,0,288,230,230,80.00,80.00,0,0
Frag,38826221,483860585,38826317,483860681,f,0,96,76,76,80.00,80.00,0,0
Frag,38852347,483872724,38852475,483872852,f,0,128,102,102,80.00,80.00,0,0
Frag,38851596,483870269,38851724,483870397,f,0,128,102,102,80.00,80.00,0,0
Frag,38855717,483873673,38855877,483873833,f,0,160,128,128,80.00,80.00,0,0
Frag,28027759,530621350,28027919,530621510,f,0,160,128,128,80.00,80.00,0,0
Frag,46610011,648137836,46610075,648137900,f,0,64,51,51,80.00,80.00,0,0
Frag,47578871,635622868,47578935,635622932,f,0,64,51,51,80.00,80.00,0,0
Frag,47546871,635588840,47546999,635588968,f,0,128,102,102,80.00,80.00,0,0
Frag,47644197,635682105,47644261,635682169,f,0,64,51,51,80.00,80.00,0,0
Frag,47644574,635682456,47644638,635682520,f,0,64,51,51,80.00,80.00,0,0
Frag,50565447,671332136,50565543,671332232,f,0,96,76,76,80.00,80.00,0,0
Frag,50565644,671332328,50565804,671332488,f,0,160,128,128,80.00,80.00,0,0
Frag,50577928,671344267,50578056,671344395,f,0,128,102,102,80.00,80.00,0,0
Frag,50577926,671344265,50578150,671344489,f,0,224,179,179,80.00,80.00,0,0
Frag,50577922,671344261,50578210,671344549,f,0,288,230,230,80.00,80.00,0,0
Frag,50570283,671335963,50570379,671336059,f,0,96,76,76,80.00,80.00,0,0
Frag,50570075,671335754,50570235,671335914,f,0,160,128,128,80.00,80.00,0,0
Frag,50570080,671335759,50570272,671335951,f,0,192,153,153,80.00,80.00,0,0
Frag,50569827,671335505,50569923,671335601,f,0,96,76,76,80.00,80.00,0,0
Frag,50569939,671335616,50570067,671335744,f,0,128,102,102,80.00,80.00,0,0
Frag,50559385,671323225,50559641,671323481,f,0,256,204,204,80.00,80.00,0,0
Frag,50540547,671303882,50540675,671304010,f,0,128,102,102,80.00,80.00,0,0
Frag,50540527,671303862,50540751,671304086,f,0,224,179,179,80.00,80.00,0,0
Frag,50540523,671303858,50540811,671304146,f,0,288,230,230,80.00,80.00,0,0
Frag,50540532,671303867,50540916,671304251,f,0,384,307,307,80.00,80.00,0,0
Frag,50540536,671303871,50540952,671304287,f,0,416,332,332,80.00,80.00,0,0
Frag,50583631,671346763,50583695,671346827,f,0,64,51,51,80.00,80.00,0,0
Frag,50633820,671371002,50633916,671371098,f,0,96,76,76,80.00,80.00,0,0
Frag,50633371,671370552,50633499,671370680,f,0,128,102,102,80.00,80.00,0,0
Frag,50633347,671370528,50633539,671370720,f,0,192,153,153,80.00,80.00,0,0
Frag,50633377,671370558,50633601,671370782,f,0,224,179,179,80.00,80.00,0,0
Frag,50633358,671370539,50633742,671370923,f,0,384,307,307,80.00,80.00,0,0
Frag,50668909,671395606,50669133,671395830,f,0,224,179,179,80.00,80.00,0,0
Frag,50668930,671395627,50669186,671395883,f,0,256,204,204,80.00,80.00,0,0
Frag,50658456,671385030,50658616,671385190,f,0,160,128,128,80.00,80.00,0,0
Frag,50705683,671431756,50705875,671431948,f,0,192,153,153,80.00,80.00,0,0
Frag,50703777,671429313,50704129,671429665,f,0,352,281,281,80.00,80.00,0,0
Frag,50697533,671422777,50697629,671422873,f,0,96,76,76,80.00,80.00,0,0
Frag,50699789,671424885,50700077,671425173,f,0,288,230,230,80.00,80.00,0,0
Frag,50700327,671425404,50700455,671425532,f,0,128,102,102,80.00,80.00,0,0
Frag,50700322,671425399,50700514,671425591,f,0,192,153,153,80.00,80.00,0,0
Frag,50700317,671425394,50700573,671425650,f,0,256,204,204,80.00,80.00,0,0
Frag,29260601,760818628,29260697,760818724,f,0,96,76,76,80.00,80.00,0,0
Frag,52633507,805129089,52633667,805129249,f,0,160,128,128,80.00,80.00,0,0
Frag,56703957,793179293,56704213,793179549,f,0,256,204,204,80.00,80.00,0,0
Frag,56994845,793338460,56994909,793338524,f,0,64,51,51,80.00,80.00,0,0
Frag,56994778,793338392,56994842,793338456,f,0,64,51,51,80.00,80.00,0,0
Frag,57023534,793361650,57023630,793361746,f,0,96,76,76,80.00,80.00,0,0
Frag,57354727,793602015,57354823,793602111,f,0,96,76,76,80.00,80.00,0,0
Frag,57460550,793653516,57460646,793653612,f,0,96,76,76,80.00,80.00,0,0
Frag,57494690,793673982,57494786,793674078,f,0,96,76,76,80.00,80.00,0,0
Frag,57697491,793762940,57697587,793763036,f,0,96,76,76,80.00,80.00,0,0
Frag,57804959,793818033,57805055,793818129,f,0,96,76,76,80.00,80.00,0,0
Frag,43964199,911552284,43964327,911552412,f,0,128,102,102,80.00,80.00,0,0
Frag,29160344,966716699,29160504,966716859,f,0,160,128,128,80.00,80.00,0,0
Frag,23969149,1045527588,23969213,1045527652,f,0,64,51,51,80.00,80.00,0,0
Frag,23969084,1045527518,23969148,1045527582,f,0,64,51,51,80.00,80.00,0,0
Frag,23971119,1045529360,23971375,1045529616,f,0,256,204,204,80.00,80.00,0,0
Frag,23978040,1045533355,23978232,1045533547,f,0,192,153,153,80.00,80.00,0,0
Frag,23977908,1045533222,23978068,1045533382,f,0,160,128,128,80.00,80.00,0,0
Frag,24648807,1045862426,24649031,1045862650,f,0,224,179,179,80.00,80.00,0,0
Frag,24647961,1045861571,24648057,1045861667,f,0,96,76,76,80.00,80.00,0,0
Frag,24647955,1045861565,24648115,1045861725,f,0,160,128,128,80.00,80.00,0,0
Frag,24646980,1045860586,24647140,1045860746,f,0,160,128,128,80.00,80.00,0,0
Frag,32888889,1044799110,32889273,1044799494,f,0,384,307,307,80.00,80.00,0,0
Frag,32946385,1044817048,32946545,1044817208,f,0,160,128,128,80.00,80.00,0,0
Frag,33939491,1042944445,33939555,1042944509,f,0,64,51,51,80.00,80.00,0,0
Frag,5085168,1013948695,5085264,1013948791,f,0,96,76,76,80.00,80.00,0,0
Frag,5099349,1013952373,5099445,1013952469,f,0,96,76,76,80.00,80.00,0,0
Frag,5522478,1014331007,5522574,1014331103,f,0,96,76,76,80.00,80.00,0,0
Frag,5232146,1014012084,5232210,1014012148,f,0,64,51,51,80.00,80.00,0,0
Frag,34628715,1043386525,34628779,1043386589,f,0,64,51,51,80.00,80.00,0,0
Frag,39105630,1044915403,39105694,1044915467,f,0,64,51,51,80.00,80.00,0,0
Frag,39254296,1044980688,39254360,1044980752,f,0,64,51,51,80.00,80.00,0,0
Frag,39268329,1044987624,39268457,1044987752,f,0,128,102,102,80.00,80.00,0,0
Frag,39385433,1045047678,39385625,1045047870,f,0,192,153,153,80.00,80.00,0,0
Frag,40078555,1045380660,40078619,1045380724,f,0,64,51,51,80.00,80.00,0,0
Frag,52790007,1022346746,52790071,1022346810,f,0,64,51,51,80.00,80.00,0,0
Frag,58354448,1001633353,58354512,1001633417,f,0,64,51,51,80.00,80.00,0,0
Frag,58668614,1001794281,58668678,1001794345,f,0,64,51,51,80.00,80.00,0,0
Frag,58782695,1001853685,58782887,1001853877,f,0,192,153,153,80.00,80.00,0,0
Frag,59238431,1002051694,59238591,1002051854,f,0,160,128,128,80.00,80.00,0,0
Frag,59638204,1002213481,59638332,1002213609,f,0,128,102,102,80.00,80.00,0,0
Frag,23948290,1111856741,23948354,1111856805,f,0,64,51,51,80.00,80.00,0,0
Frag,16755150,1149753493,16755246,1149753589,f,0,96,76,76,80.00,80.00,0,0
Frag,23044373,1220172898,23044533,1220173058,f,0,160,128,128,80.00,80.00,0,0
Frag,34794193,1218799421,34794449,1218799677,f,0,256,204,204,80.00,80.00,0,0
Frag,34784753,1218788272,34785297,1218788816,f,0,544,435,435,80.00,80.00,0,0
Frag,34784755,1218758341,34785011,1218758597,f,0,256,204,204,80.00,80.00,0,0
Frag,34866109,1218832678,34866237,1218832806,f,0,128,102,102,80.00,80.00,0,0
Frag,34886096,1218841103,34886192,1218841199,f,0,96,76,76,80.00,80.00,0,0
Frag,35181092,1218993348,35181188,1218993444,f,0,96,76,76,80.00,80.00,0,0
Frag,35184449,1218996570,35184737,1218996858,f,0,288,230,230,80.00,80.00,0,0
Frag,35857440,1219572757,35857504,1219572821,f,0,64,51,51,80.00,80.00,0,0
Frag,35850155,1219564682,35850251,1219564778,f,0,96,76,76,80.00,80.00,0,0
Frag,35893744,1219601725,35893808,1219601789,f,0,64,51,51,80.00,80.00,0,0
Frag,35945687,1219648193,35945815,1219648321,f,0,128,102,102,80.00,80.00,0,0
Frag,35615482,1219305742,35615674,1219305934,f,0,192,153,153,80.00,80.00,0,0
Frag,35623544,1219312098,35623640,1219312194,f,0,96,76,76,80.00,80.00,0,0
Frag,35973378,1219661769,35973506,1219661897,f,0,128,102,102,80.00,80.00,0,0
Frag,35385468,1219063942,35385596,1219064070,f,0,128,102,102,80.00,80.00,0,0
Frag,35419477,1219089439,35419637,1219089599,f,0,160,128,128,80.00,80.00,0,0
Frag,35668613,1219336166,35668805,1219336358,f,0,192,153,153,80.00,80.00,0,0
Frag,36004333,1219666891,36004461,1219667019,f,0,128,102,102,80.00,80.00,0,0
Frag,36043451,1219680534,36043547,1219680630,f,0,96,76,76,80.00,80.00,0,0
Frag,36055900,1219685834,36055964,1219685898,f,0,64,51,51,80.00,80.00,0,0
Frag,36061730,1219690956,36061794,1219691020,f,0,64,51,51,80.00,80.00,0,0
Frag,36054927,1219682582,36055151,1219682806,f,0,224,179,179,80.00,80.00,0,0
Frag,40240242,1220102227,40240434,1220102419,f,0,192,153,153,80.00,80.00,0,0
Frag,40240791,1220102717,40240887,1220102813,f,0,96,76,76,80.00,80.00,0,0
Frag,41582763,1212211869,41582859,1212211965,f,0,96,76,76,80.00,80.00,0,0
Frag,41579770,1212208861,41579994,1212209085,f,0,224,179,179,80.00,80.00,0,0
Frag,41524726,1212148268,41524918,1212148460,f,0,192,153,153,80.00,80.00,0,0
Frag,27325647,1289636614,27325807,1289636774,f,0,160,128,128,80.00,80.00,0,0
Frag,27325470,1289636321,27325534,1289636385,f,0,64,51,51,80.00,80.00,0,0
Frag,3717042,1251311889,3717106,1251311953,f,0,64,51,51,80.00,80.00,0,0
Frag,50295813,1291589185,50295877,1291589249,f,0,64,51,51,80.00,80.00,0,0
Frag,50309124,1291599914,50309188,1291599978,f,0,64,51,51,80.00,80.00,0,0
Frag,50309121,1291599911,50309249,1291600039,f,0,128,102,102,80.00,80.00,0,0
Frag,50278666,1291552387,50278730,1291552451,f,0,64,51,51,80.00,80.00,0,0
Frag,50278736,1291552456,50278800,1291552520,f,0,64,51,51,80.00,80.00,0,0
Frag,50108651,1291368909,50108907,1291369165,f,0,256,204,204,80.00,80.00,0,0
Frag,50109713,1291369902,50109777,1291369966,f,0,64,51,51,80.00,80.00,0,0
Frag,50110769,1291370898,50110833,1291370962,f,0,64,51,51,80.00,80.00,0,0
Frag,50105860,1291365695,50105956,1291365791,f,0,96,76,76,80.00,80.00,0,0
Frag,50262045,1291520041,50262237,1291520233,f,0,192,153,153,80.00,80.00,0,0
Frag,50147255,1291394812,50147351,1291394908,f,0,96,76,76,80.00,80.00,0,0
Frag,50201751,1291443727,50201943,1291443919,f,0,192,153,153,80.00,80.00,0,0
Frag,50201950,1291443924,50202046,1291444020,f,0,96,76,76,80.00,80.00,0,0
Frag,50202295,1291444246,50202359,1291444310,f,0,64,51,51,80.00,80.00,0,0
Frag,50202433,1291444372,50202529,1291444468,f,0,96,76,76,80.00,80.00,0,0
Frag,50202557,1291444493,50202621,1291444557,f,0,64,51,51,80.00,80.00,0,0
Frag,50202699,1291444635,50202763,1291444699,f,0,64,51,51,80.00,80.00,0,0
Frag,50202791,1291444721,50202855,1291444785,f,0,64,51,51,80.00,80.00,0,0
Frag,50202941,1291444864,50203005,1291444928,f,0,64,51,51,80.00,80.00,0,0
Frag,50203055,1291444962,50203151,1291445058,f,0,96,76,76,80.00,80.00,0,0
Frag,50203434,1291445302,50203530,1291445398,f,0,96,76,76,80.00,80.00,0,0
Frag,50197313,1291438985,50197473,1291439145,f,0,160,128,128,80.00,80.00,0,0
Frag,50222918,1291463462,50223078,1291463622,f,0,160,128,128,80.00,80.00,0,0
Frag,38709513,1345971622,38709705,1345971814,f,0,192,153,153,80.00,80.00,0,0
Frag,36294153,1432119451,36294249,1432119547,f,0,96,76,76,80.00,80.00,0,0
Frag,36294014,1432119310,36294078,1432119374,f,0,64,51,51,80.00,80.00,0,0
Frag,36296586,1432121333,36296650,1432121397,f,0,64,51,51,80.00,80.00,0,0
Frag,6135229,1397711554,6135357,1397711682,f,0,128,102,102,80.00,80.00,0,0
Frag,15944294,1487940121,15944550,1487940377,f,0,256,204,204,80.00,80.00,0,0
Frag,53651217,1507475157,53651313,1507475253,f,0,96,76,76,80.00,80.00,0,0
Frag,2510691,1524459830,2510755,1524459894,f,0,64,51,51,80.00,80.00,0,0
Frag,2489775,1524375670,2489839,1524375734,f,0,64,51,51,80.00,80.00,0,0
Frag,63142680,1687172162,63142840,1687172322,f,0,160,128,128,80.00,80.00,0,0
Frag,57976328,1661036539,57976392,1661036603,f,0,64,51,51,80.00,80.00,0,0
Frag,56532252,1770721729,56532316,1770721793,f,0,64,51,51,80.00,80.00,0,0
Frag,32226171,1725795263,32226267,1725795359,f,0,96,76,76,80.00,80.00,0,0
Frag,8370703,1794740594,8370831,1794740722,f,0,128,102,102,80.00,80.00,0,0
Frag,8408432,1794775405,8408592,1794775565,f,0,160,128,128,80.00,80.00,0,0
Frag,8352406,1794714243,8352470,1794714307,f,0,64,51,51,80.00,80.00,0,0
Frag,8439037,1794799585,8439165,1794799713,f,0,128,102,102,80.00,80.00,0,0
Frag,8458931,1794813123,8459091,1794813283,f,0,160,128,128,80.00,80.00,0,0
Frag,8474485,1794826146,8474709,1794826370,f,0,224,179,179,80.00,80.00,0,0
Frag,8541202,1794882770,8541266,1794882834,f,0,64,51,51,80.00,80.00,0,0
Frag,8525732,1794860812,8525892,1794860972,f,0,160,128,128,80.00,80.00,0,0
Frag,8517732,1794852625,8517828,1794852721,f,0,96,76,76,80.00,80.00,0,0
Frag,917461,1839760122,917557,1839760218,f,0,96,76,76,80.00,80.00,0,0
Frag,24926395,1942842867,24926491,1942842963,f,0,96,76,76,80.00,80.00,0,0
Frag,25066214,1942972378,25066342,1942972506,f,0,128,102,102,80.00,80.00,0,0
Frag,25066363,1942972523,25066427,1942972587,f,0,64,51,51,80.00,80.00,0,0
Frag,25074765,1942976703,25074893,1942976831,f,0,128,102,102,80.00,80.00,0,0
Frag,25446746,1943089787,25446842,1943089883,f,0,96,76,76,80.00,80.00,0,0
Frag,25458399,1943099360,25458527,1943099488,f,0,128,102,102,80.00,80.00,0,0
Frag,25458536,1943099494,25458856,1943099814,f,0,320,256,256,80.00,80.00,0,0
Frag,25561146,1943179569,25561306,1943179729,f,0,160,128,128,80.00,80.00,0,0
Frag,25829513,1943335799,25829577,1943335863,f,0,64,51,51,80.00,80.00,0,0
Frag,9726919,1919941077,9727015,1919941173,f,0,96,76,76,80.00,80.00,0,0
Frag,9756333,1919969341,9756493,1919969501,f,0,160,128,128,80.00,80.00,0,0
Frag,9871982,1920069373,9872046,1920069437,f,0,64,51,51,80.00,80.00,0,0
Frag,9935475,1920113208,9935539,1920113272,f,0,64,51,51,80.00,80.00,0,0
Frag,44274059,1939916031,44274219,1939916191,f,0,160,128,128,80.00,80.00,0,0
Frag,44274057,1939916029,44274409,1939916381,f,0,352,281,281,80.00,80.00,0,0
Frag,44264375,1939904605,44264471,1939904701,f,0,96,76,76,80.00,80.00,0,0
Frag,44264120,1939904332,44264184,1939904396,f,0,64,51,51,80.00,80.00,0,0
Frag,44321740,1939960657,44321836,1939960753,f,0,96,76,76,80.00,80.00,0,0
Frag,44312950,1939951625,44313014,1939951689,f,0,64,51,51,80.00,80.00,0,0
Frag,44320617,1939959111,44320745,1939959239,f,0,128,102,102,80.00,80.00,0,0
Frag,44261108,1939897599,44261428,1939897919,f,0,320,256,256,80.00,80.00,0,0
Frag,44326405,1939962721,44326629,1939962945,f,0,224,179,179,80.00,80.00,0,0
Frag,44326412,1939962728,44326700,1939963016,f,0,288,230,230,80.00,80.00,0,0
Frag,44257081,1939892202,44257209,1939892330,f,0,128,102,102,80.00,80.00,0,0
Frag,44249833,1939883370,44249897,1939883434,f,0,64,51,51,80.00,80.00,0,0
Frag,44238876,1939852570,44238940,1939852634,f,0,64,51,51,80.00,80.00,0,0
Frag,44230003,1939840926,44230131,1939841054,f,0,128,102,102,80.00,80.00,0,0
Frag,44228531,1939836311,44228595,1939836375,f,0,64,51,51,80.00,80.00,0,0
Frag,44228314,1939836084,44228474,1939836244,f,0,160,128,128,80.00,80.00,0,0
Frag,44229467,1939837039,44229563,1939837135,f,0,96,76,76,80.00,80.00,0,0
Frag,47416520,1917739595,47416680,1917739755,f,0,160,128,128,80.00,80.00,0,0
Frag,47438611,1917739698,47438707,1917739794,f,0,96,76,76,80.00,80.00,0,0
Frag,7455379,2007667834,7455443,2007667898,f,0,64,51,51,80.00,80.00,0,0
Frag,23309667,1969706570,23309795,1969706698,f,0,128,102,102,80.00,80.00,0,0
Frag,23309655,1969706558,23309943,1969706846,f,0,288,230,230,80.00,80.00,0,0
