All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename : undef
SeqY filename : undef
SeqX name : undef
SeqY name : undef
SeqX length : 1130445958
SeqY length : 1679205391
Min.fragment.length : undef
Min.Identity : undef
Tot Hits (seeds) : undef
Tot Hits (seeds) used: undef
Total fragments : undef
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,37719992,621509557,37720120,621509685,f,0,128,102,102,80.00,80.00,0,0
Frag,37720766,621510314,37720862,621510410,f,0,96,76,76,80.00,80.00,0,0
Frag,9856059,719650106,9856283,719650330,f,0,224,179,179,80.00,80.00,0,0
Frag,9856280,719650323,9856440,719650483,f,0,160,128,128,80.00,80.00,0,0
Frag,7188023,709289440,7188215,709289632,f,0,192,153,153,80.00,80.00,0,0
Frag,33137267,719650042,33137779,719650554,f,0,512,409,409,80.00,80.00,0,0
Frag,725524,665488407,725716,665488599,f,0,192,153,153,80.00,80.00,0,0
Frag,18383575,665488407,18383735,665488567,f,0,160,128,128,80.00,80.00,0,0
Frag,37720768,665488407,37720864,665488503,f,0,96,76,76,80.00,80.00,0,0
Frag,35249779,764858642,35249907,764858770,f,0,128,102,102,80.00,80.00,0,0
Frag,21575767,749590856,21575831,749590920,f,0,64,51,51,80.00,80.00,0,0
Frag,21575767,747310309,21575831,747310373,f,0,64,51,51,80.00,80.00,0,0
Frag,21575756,743541668,21575820,743541732,f,0,64,51,51,80.00,80.00,0,0
Frag,21575755,741210117,21575819,741210181,f,0,64,51,51,80.00,80.00,0,0
Frag,60600014,779626341,60600110,779626437,f,0,96,76,76,80.00,80.00,0,0
Frag,21482942,729482697,21483102,729482857,f,0,160,128,128,80.00,80.00,0,0
Frag,724878,829907394,725038,829907554,f,0,160,128,128,80.00,80.00,0,0
Frag,724749,829907260,724845,829907356,f,0,96,76,76,80.00,80.00,0,0
Frag,18382796,829907260,18383084,829907548,f,0,288,230,230,80.00,80.00,0,0
Frag,18383385,829907597,18383513,829907725,f,0,128,102,102,80.00,80.00,0,0
Frag,21575722,825045568,21575818,825045664,f,0,96,76,76,80.00,80.00,0,0
Frag,21575768,823656687,21575832,823656751,f,0,64,51,51,80.00,80.00,0,0
Frag,37719992,829907260,37720152,829907420,f,0,160,128,128,80.00,80.00,0,0
Frag,21482942,916847869,21483102,916848029,f,0,160,128,128,80.00,80.00,0,0
Frag,10978943,897370599,10979039,897370695,f,0,96,76,76,80.00,80.00,0,0
Frag,45547857,916847869,45548017,916848029,f,0,160,128,128,80.00,80.00,0,0
Frag,9618530,861163555,9618658,861163683,f,0,128,102,102,80.00,80.00,0,0
Frag,9618486,861158031,9618678,861158223,f,0,192,153,153,80.00,80.00,0,0
Frag,21575754,861014779,21575818,861014843,f,0,64,51,51,80.00,80.00,0,0
Frag,725524,951682125,725716,951682317,f,0,192,153,153,80.00,80.00,0,0
Frag,12511915,961417670,12511979,961417734,f,0,64,51,51,80.00,80.00,0,0
Frag,21575729,969171989,21575825,969172085,f,0,96,76,76,80.00,80.00,0,0
Frag,30383248,973043692,30383344,973043788,f,0,96,76,76,80.00,80.00,0,0
Frag,18383575,951682125,18383735,951682285,f,0,160,128,128,80.00,80.00,0,0
Frag,36424301,966590068,36424365,966590132,f,0,64,51,51,80.00,80.00,0,0
Frag,724967,926696643,725063,926696739,f,0,96,76,76,80.00,80.00,0,0
Frag,41086690,955356699,41086754,955356763,f,0,64,51,51,80.00,80.00,0,0
Frag,37720768,951682125,37720864,951682221,f,0,96,76,76,80.00,80.00,0,0
Frag,33137275,945949817,33137723,945950265,f,0,448,358,358,80.00,80.00,0,0
Frag,37720207,926696637,37720303,926696733,f,0,96,76,76,80.00,80.00,0,0
Frag,724880,1035575014,725392,1035575526,f,0,512,409,409,80.00,80.00,0,0
Frag,18382804,1035574886,18383444,1035575526,f,0,640,512,512,80.00,80.00,0,0
Frag,725524,1014266076,725684,1014266236,f,0,160,128,128,80.00,80.00,0,0
Frag,21482942,1032001887,21483102,1032002047,f,0,160,128,128,80.00,80.00,0,0
Frag,37720356,1035575245,37720548,1035575437,f,0,192,153,153,80.00,80.00,0,0
Frag,37720117,1035575005,37720341,1035575229,f,0,224,179,179,80.00,80.00,0,0
Frag,18383575,1014266076,18383735,1014266236,f,0,160,128,128,80.00,80.00,0,0
Frag,21575756,1011346169,21575820,1011346233,f,0,64,51,51,80.00,80.00,0,0
Frag,45547857,1032001887,45548017,1032002047,f,0,160,128,128,80.00,80.00,0,0
Frag,21575728,999324288,21575824,999324384,f,0,96,76,76,80.00,80.00,0,0
Frag,37720768,1014266076,37720864,1014266172,f,0,96,76,76,80.00,80.00,0,0
Frag,63293603,1097344297,63293731,1097344425,f,0,128,102,102,80.00,80.00,0,0
Frag,725528,1133406998,725688,1133407158,f,0,160,128,128,80.00,80.00,0,0
Frag,21575753,1147845171,21575817,1147845235,f,0,64,51,51,80.00,80.00,0,0
Frag,18383579,1133406998,18383739,1133407158,f,0,160,128,128,80.00,80.00,0,0
Frag,21575722,1132299312,21575786,1132299376,f,0,64,51,51,80.00,80.00,0,0
Frag,21575723,1125813350,21575819,1125813446,f,0,96,76,76,80.00,80.00,0,0
Frag,37720772,1133406998,37720868,1133407094,f,0,96,76,76,80.00,80.00,0,0
Frag,62690880,1154462612,62691008,1154462740,f,0,128,102,102,80.00,80.00,0,0
Frag,21500485,1310735171,21500613,1310735299,f,0,128,102,102,80.00,80.00,0,0
Frag,21500485,1310719611,21500613,1310719739,f,0,128,102,102,80.00,80.00,0,0
Frag,21500485,1310703415,21500613,1310703543,f,0,128,102,102,80.00,80.00,0,0
Frag,725490,1282128018,725714,1282128242,f,0,224,179,179,80.00,80.00,0,0
Frag,18383573,1282128050,18383765,1282128242,f,0,192,153,153,80.00,80.00,0,0
Frag,21483163,1284962293,21483483,1284962613,f,0,320,256,256,80.00,80.00,0,0
Frag,21483592,1284962707,21483656,1284962771,f,0,64,51,51,80.00,80.00,0,0
Frag,37720766,1282128050,37720862,1282128146,f,0,96,76,76,80.00,80.00,0,0
Frag,45548047,1284962261,45548175,1284962389,f,0,128,102,102,80.00,80.00,0,0
Frag,45548309,1284962520,45548405,1284962616,f,0,96,76,76,80.00,80.00,0,0
Frag,45548511,1284962707,45548575,1284962771,f,0,64,51,51,80.00,80.00,0,0
Frag,724974,1321407710,725134,1321407870,f,0,160,128,128,80.00,80.00,0,0
Frag,724749,1321407476,724845,1321407572,f,0,96,76,76,80.00,80.00,0,0
Frag,725143,1321407869,725271,1321407997,f,0,128,102,102,80.00,80.00,0,0
Frag,18382796,1321407476,18383020,1321407700,f,0,224,179,179,80.00,80.00,0,0
Frag,37719992,1321407476,37720120,1321407604,f,0,128,102,102,80.00,80.00,0,0
Frag,21575753,1421670785,21575817,1421670849,f,0,64,51,51,80.00,80.00,0,0
Frag,21575753,1405173626,21575817,1405173690,f,0,64,51,51,80.00,80.00,0,0
Frag,21575763,1494711689,21575827,1494711753,f,0,64,51,51,80.00,80.00,0,0
Frag,21482942,1476995761,21483102,1476995921,f,0,160,128,128,80.00,80.00,0,0
Frag,21575754,1474552265,21575818,1474552329,f,0,64,51,51,80.00,80.00,0,0
Frag,45588307,1498384559,45588627,1498384879,f,0,320,256,256,80.00,80.00,0,0
Frag,21575755,1469713745,21575819,1469713809,f,0,64,51,51,80.00,80.00,0,0
Frag,46359708,1494359173,46359772,1494359237,f,0,64,51,51,80.00,80.00,0,0
Frag,21500485,1465793257,21500613,1465793385,f,0,128,102,102,80.00,80.00,0,0
Frag,21575758,1455339802,21575822,1455339866,f,0,64,51,51,80.00,80.00,0,0
Frag,45547857,1476995761,45548017,1476995921,f,0,160,128,128,80.00,80.00,0,0
Frag,21575756,1554881968,21575820,1554882032,f,0,64,51,51,80.00,80.00,0,0
Frag,725566,1519761693,725694,1519761821,f,0,128,102,102,80.00,80.00,0,0
Frag,21575740,1536397185,21575836,1536397281,f,0,96,76,76,80.00,80.00,0,0
Frag,21575731,1615078995,21575827,1615079091,f,0,96,76,76,80.00,80.00,0,0
Frag,21575722,1666323589,21575818,1666323685,f,0,96,76,76,80.00,80.00,0,0
Frag,14253166,1647759368,14253262,1647759272,r,0,96,76,76,80.00,80.00,0,0
Frag,21500485,1658984862,21500549,1658984798,r,0,64,51,51,80.00,80.00,0,0
Frag,28959615,1653316679,28959679,1653316615,r,0,64,51,51,80.00,80.00,0,0
Frag,21575754,1554289342,21575818,1554289278,r,0,64,51,51,80.00,80.00,0,0
Frag,14978344,1486876987,14978408,1486876923,r,0,64,51,51,80.00,80.00,0,0
Frag,21575754,1503654395,21575818,1503654331,r,0,64,51,51,80.00,80.00,0,0
Frag,18371924,1516711681,18372052,1516711553,r,0,128,102,102,80.00,80.00,0,0
Frag,23298828,1519761824,23298956,1519761696,r,0,128,102,102,80.00,80.00,0,0
Frag,21575755,1530928152,21575819,1530928088,r,0,64,51,51,80.00,80.00,0,0
Frag,725524,1476995925,725716,1476995733,r,0,192,153,153,80.00,80.00,0,0
Frag,18383575,1476995925,18383735,1476995765,r,0,160,128,128,80.00,80.00,0,0
Frag,21575757,1354424560,21575821,1354424496,r,0,64,51,51,80.00,80.00,0,0
Frag,21500485,1310651424,21500613,1310651296,r,0,128,102,102,80.00,80.00,0,0
Frag,21483806,1321407549,21483870,1321407485,r,0,64,51,51,80.00,80.00,0,0
Frag,21483496,1321407869,21483656,1321407709,r,0,160,128,128,80.00,80.00,0,0
Frag,21500485,1323491099,21500613,1323490971,r,0,128,102,102,80.00,80.00,0,0
Frag,21500485,1332484602,21500549,1332484538,r,0,64,51,51,80.00,80.00,0,0
Frag,21500486,1333842150,21500614,1333842022,r,0,128,102,102,80.00,80.00,0,0
Frag,21500486,1333853797,21500614,1333853669,r,0,128,102,102,80.00,80.00,0,0
Frag,45548309,1321407965,45548405,1321407869,r,0,96,76,76,80.00,80.00,0,0
Frag,45548605,1321407677,45548797,1321407485,r,0,192,153,153,80.00,80.00,0,0
Frag,45548415,1321407869,45548575,1321407709,r,0,160,128,128,80.00,80.00,0,0
Frag,49870093,1224317609,49870317,1224317385,r,0,224,179,179,80.00,80.00,0,0
Frag,724974,1284962770,725038,1284962706,r,0,64,51,51,80.00,80.00,0,0
Frag,725143,1284962616,725303,1284962456,r,0,160,128,128,80.00,80.00,0,0
Frag,18383193,1284962618,18383513,1284962298,r,0,320,256,256,80.00,80.00,0,0
Frag,21482917,1282128241,21483109,1282128049,r,0,192,153,153,80.00,80.00,0,0
Frag,46892815,1263806189,46892943,1263806061,r,0,128,102,102,80.00,80.00,0,0
Frag,37720388,1284962616,37720548,1284962456,r,0,160,128,128,80.00,80.00,0,0
Frag,49900360,1162857061,49900552,1162856869,r,0,192,153,153,80.00,80.00,0,0
Frag,51034004,1165406124,51034100,1165406028,r,0,96,76,76,80.00,80.00,0,0
Frag,21482942,1133407158,21483102,1133406998,r,0,160,128,128,80.00,80.00,0,0
Frag,19966707,1136532228,19966803,1136532132,r,0,96,76,76,80.00,80.00,0,0
Frag,725524,1032002051,725716,1032001859,r,0,192,153,153,80.00,80.00,0,0
Frag,18383575,1032002051,18383735,1032001891,r,0,160,128,128,80.00,80.00,0,0
Frag,21483269,1035575494,21483717,1035575046,r,0,448,358,358,80.00,80.00,0,0
Frag,23299132,1035575526,23299580,1035575078,r,0,448,358,358,80.00,80.00,0,0
Frag,23299582,1035575077,23299774,1035574885,r,0,192,153,153,80.00,80.00,0,0
Frag,21575766,1047143341,21575830,1047143277,r,0,64,51,51,80.00,80.00,0,0
Frag,37720768,1032002051,37720864,1032001955,r,0,96,76,76,80.00,80.00,0,0
Frag,45548309,1035575373,45548565,1035575117,r,0,256,204,204,80.00,80.00,0,0
Frag,25783219,970078959,25783283,970078895,r,0,64,51,51,80.00,80.00,0,0
Frag,21482942,1014266240,21483102,1014266080,r,0,160,128,128,80.00,80.00,0,0
Frag,725524,916848033,725716,916847841,r,0,192,153,153,80.00,80.00,0,0
Frag,18383575,916848033,18383735,916847873,r,0,160,128,128,80.00,80.00,0,0
Frag,21483594,926696711,21483658,926696647,r,0,64,51,51,80.00,80.00,0,0
Frag,37720768,916848033,37720864,916847937,r,0,96,76,76,80.00,80.00,0,0
Frag,3634722,955885950,3634882,955885790,r,0,160,128,128,80.00,80.00,0,0
Frag,21482942,951682289,21483102,951682129,r,0,160,128,128,80.00,80.00,0,0
Frag,60677755,919914108,60677819,919914044,r,0,64,51,51,80.00,80.00,0,0
Frag,7193070,828715399,7193198,828715271,r,0,128,102,102,80.00,80.00,0,0
Frag,21483163,829907730,21483291,829907602,r,0,128,102,102,80.00,80.00,0,0
Frag,21483806,829907333,21483870,829907269,r,0,64,51,51,80.00,80.00,0,0
Frag,21483592,829907553,21483720,829907425,r,0,128,102,102,80.00,80.00,0,0
Frag,21575753,850853624,21575817,850853560,r,0,64,51,51,80.00,80.00,0,0
Frag,21575768,853080602,21575832,853080538,r,0,64,51,51,80.00,80.00,0,0
Frag,45548015,829907794,45548175,829907634,r,0,160,128,128,80.00,80.00,0,0
Frag,45548511,829907553,45548575,829907489,r,0,64,51,51,80.00,80.00,0,0
Frag,45548605,829907461,45548797,829907269,r,0,192,153,153,80.00,80.00,0,0
Frag,60456026,782396501,60456090,782396437,r,0,64,51,51,80.00,80.00,0,0
Frag,5987129,710837389,5987193,710837325,r,0,64,51,51,80.00,80.00,0,0
Frag,725524,729482861,725684,729482701,r,0,160,128,128,80.00,80.00,0,0
Frag,18383575,729482861,18383735,729482701,r,0,160,128,128,80.00,80.00,0,0
Frag,21575755,727821684,21575819,727821620,r,0,64,51,51,80.00,80.00,0,0
Frag,21575754,648493276,21575818,648493212,r,0,64,51,51,80.00,80.00,0,0
Frag,21482942,665488571,21483102,665488411,r,0,160,128,128,80.00,80.00,0,0
Frag,21575753,672232927,21575817,672232863,r,0,64,51,51,80.00,80.00,0,0
Frag,45547857,665488571,45548017,665488411,r,0,160,128,128,80.00,80.00,0,0
Frag,17654365,589461476,17654493,589461348,r,0,128,102,102,80.00,80.00,0,0
Frag,17799589,589461476,17799717,589461348,r,0,128,102,102,80.00,80.00,0,0
Frag,13940827,611849187,13940891,611849123,r,0,64,51,51,80.00,80.00,0,0
Frag,20120793,609972727,20120889,609972631,r,0,96,76,76,80.00,80.00,0,0
Frag,20111150,609983299,20111214,609983235,r,0,64,51,51,80.00,80.00,0,0
Frag,21482942,621510480,21483102,621510320,r,0,160,128,128,80.00,80.00,0,0
Frag,21483806,621509630,21483870,621509566,r,0,64,51,51,80.00,80.00,0,0
Frag,21483269,621510173,21483717,621509725,r,0,448,358,358,80.00,80.00,0,0
Frag,23299164,621510173,23299580,621509757,r,0,416,332,332,80.00,80.00,0,0
Frag,23299582,621509756,23299774,621509564,r,0,192,153,153,80.00,80.00,0,0
Frag,45547857,621510480,45548049,621510288,r,0,192,153,153,80.00,80.00,0,0
Frag,45548309,621510052,45548565,621509796,r,0,256,204,204,80.00,80.00,0,0
Frag,21482942,377167051,21483102,377166891,r,0,160,128,128,80.00,80.00,0,0
Frag,45547857,377167051,45548017,377166891,r,0,160,128,128,80.00,80.00,0,0
Frag,21500485,309943658,21500549,309943594,r,0,64,51,51,80.00,80.00,0,0
Frag,21482942,314671770,21483102,314671610,r,0,160,128,128,80.00,80.00,0,0
Frag,45547857,314671770,45548017,314671610,r,0,160,128,128,80.00,80.00,0,0
Frag,49900360,238477928,49900552,238477736,r,0,192,153,153,80.00,80.00,0,0
Frag,21575755,170771257,21575819,170771193,r,0,64,51,51,80.00,80.00,0,0
Frag,21575753,196585830,21575817,196585766,r,0,64,51,51,80.00,80.00,0,0
Frag,21482942,208792854,21483102,208792694,r,0,160,128,128,80.00,80.00,0,0
Frag,60456026,182805008,60456090,182804944,r,0,64,51,51,80.00,80.00,0,0
Frag,21482942,351633,21483102,351473,r,0,160,128,128,80.00,80.00,0,0
Frag,45547857,351633,45548017,351473,r,0,160,128,128,80.00,80.00,0,0
Frag,21482917,31109645,21483109,31109453,r,0,192,153,153,80.00,80.00,0,0
Frag,21500485,31911244,21500549,31911180,r,0,64,51,51,80.00,80.00,0,0
Frag,77753044,54002889,77753140,54002985,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,51398994,77753140,51399090,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,46640321,77753108,46640385,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,45723027,77753204,45723187,f,0,160,128,128,80.00,80.00,0,0
Frag,77753044,32676987,77753108,32677051,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,25187273,77753108,25187337,f,0,64,51,51,80.00,80.00,0,0
Frag,70801369,16805106,70801465,16805202,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,23521711,77753108,23521775,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,23193927,77753108,23193991,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,22319230,77753140,22319326,f,0,96,76,76,80.00,80.00,0,0
Frag,90194939,31109454,90195131,31109646,f,0,192,153,153,80.00,80.00,0,0
Frag,77753044,8660691,77753108,8660755,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,131025153,77753108,131025217,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,129879626,77753140,129879722,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,126264516,77753140,126264612,f,0,96,76,76,80.00,80.00,0,0
Frag,88544357,97940568,88544421,97940632,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,77972949,77753108,77973013,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,70530478,77753140,70530574,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,66436684,77753140,66436780,f,0,96,76,76,80.00,80.00,0,0
Frag,121584197,93026153,121584773,93026729,f,0,576,460,460,80.00,80.00,0,0
Frag,77753044,194255708,77753204,194255868,f,0,160,128,128,80.00,80.00,0,0
Frag,77753044,184326350,77753140,184326446,f,0,96,76,76,80.00,80.00,0,0
Frag,92787452,196585699,92787612,196585859,f,0,160,128,128,80.00,80.00,0,0
Frag,77753044,181116129,77753204,181116289,f,0,160,128,128,80.00,80.00,0,0
Frag,77753044,178267720,77753140,178267816,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,173626790,77753140,173626886,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,163434558,77753140,163434654,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,156513528,77753140,156513624,f,0,96,76,76,80.00,80.00,0,0
Frag,92787474,170771150,92787570,170771246,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,143083981,77753140,143084077,f,0,96,76,76,80.00,80.00,0,0
Frag,80209024,144995329,80209216,144995521,f,0,192,153,153,80.00,80.00,0,0
Frag,77753044,261153814,77753204,261153974,f,0,160,128,128,80.00,80.00,0,0
Frag,70801369,250306197,70801465,250306293,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,254749373,77753108,254749437,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,251603849,77753140,251603945,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,251354212,77753204,251354372,f,0,160,128,128,80.00,80.00,0,0
Frag,77753044,241101195,77753204,241101355,f,0,160,128,128,80.00,80.00,0,0
Frag,92787472,254187899,92787600,254188027,f,0,128,102,102,80.00,80.00,0,0
Frag,77753044,237609157,77753140,237609253,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,225585072,77753140,225585168,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,223468700,77753108,223468764,f,0,64,51,51,80.00,80.00,0,0
Frag,90510215,231044962,90510279,231045026,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,200751605,77753204,200751765,f,0,160,128,128,80.00,80.00,0,0
Frag,77753044,197356587,77753140,197356683,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,318070923,77753108,318070987,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,311982213,77753140,311982309,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,307477647,77753140,307477743,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,306732856,77753108,306732920,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,302674130,77753140,302674226,f,0,96,76,76,80.00,80.00,0,0
Frag,90194941,314671606,90195133,314671798,f,0,192,153,153,80.00,80.00,0,0
Frag,77753044,296780970,77753140,296781066,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,271938060,77753204,271938220,f,0,160,128,128,80.00,80.00,0,0
Frag,77753044,268706757,77753140,268706853,f,0,96,76,76,80.00,80.00,0,0
Frag,77753047,264454659,77753111,264454723,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,391727192,77753204,391727352,f,0,160,128,128,80.00,80.00,0,0
Frag,90194941,377166887,90195133,377167079,f,0,192,153,153,80.00,80.00,0,0
Frag,77753044,363250197,77753172,363250325,f,0,128,102,102,80.00,80.00,0,0
Frag,77753044,332663657,77753140,332663753,f,0,96,76,76,80.00,80.00,0,0
Frag,77753076,453529005,77753140,453529069,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,447904941,77753140,447905037,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,420205079,77753140,420205175,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,418239764,77753140,418239860,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,416112627,77753140,416112723,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,415471267,77753140,415471363,f,0,96,76,76,80.00,80.00,0,0
Frag,93046917,414071379,93047013,414071475,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,499251207,77753140,499251303,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,496021119,77753140,496021215,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,479288015,77753140,479288111,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,464403162,77753140,464403258,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,462461232,77753140,462461328,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,461882635,77753140,461882731,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,566517845,77753140,566517941,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,561873803,77753140,561873899,f,0,96,76,76,80.00,80.00,0,0
Frag,77753046,561325903,77753142,561325999,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,556625386,77753204,556625546,f,0,160,128,128,80.00,80.00,0,0
Frag,77753045,553536045,77753173,553536173,f,0,128,102,102,80.00,80.00,0,0
Frag,77753044,550014205,77753108,550014269,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,548701508,77753140,548701604,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,547551035,77753140,547551131,f,0,96,76,76,80.00,80.00,0,0
Frag,77753045,539398620,77753109,539398684,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,530195366,77753141,530195462,f,0,96,76,76,80.00,80.00,0,0
Frag,77753045,527206446,77753173,527206574,f,0,128,102,102,80.00,80.00,0,0
Frag,77753044,653925620,77753140,653925716,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,648186488,77753204,648186648,f,0,160,128,128,80.00,80.00,0,0
Frag,77753044,640354050,77753140,640354146,f,0,96,76,76,80.00,80.00,0,0
Frag,92787515,648493209,92787579,648493273,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,619491068,77753140,619491164,f,0,96,76,76,80.00,80.00,0,0
Frag,80209024,621508719,80209216,621508911,f,0,192,153,153,80.00,80.00,0,0
Frag,77753044,618898825,77753140,618898921,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,616213348,77753140,616213444,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,615284317,77753140,615284413,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,609337064,77753140,609337160,f,0,96,76,76,80.00,80.00,0,0
Frag,90194160,621509557,90194416,621509813,f,0,256,204,204,80.00,80.00,0,0
Frag,90194466,621509861,90194722,621510117,f,0,256,204,204,80.00,80.00,0,0
Frag,90194939,621510314,90195131,621510506,f,0,192,153,153,80.00,80.00,0,0
Frag,77753044,608122063,77753172,608122191,f,0,128,102,102,80.00,80.00,0,0
Frag,77753044,602872096,77753172,602872224,f,0,128,102,102,80.00,80.00,0,0
Frag,77753044,718916763,77753108,718916827,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,718855323,77753140,718855419,f,0,96,76,76,80.00,80.00,0,0
Frag,77753079,718111042,77753175,718111138,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,714589283,77753140,714589379,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,711195078,77753140,711195174,f,0,96,76,76,80.00,80.00,0,0
