All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename : undef
SeqY filename : undef
SeqX name : undef
SeqY name : undef
SeqX length : 3209286559
SeqY length : 2174274532
Min.fragment.length : undef
Min.Identity : undef
Tot Hits (seeds) : undef
Tot Hits (seeds) used: undef
Total fragments : undef
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,3155847,191118556,3156039,191118748,f,0,192,153,153,80.00,80.00,0,0
Frag,3156042,191118749,3156106,191118813,f,0,64,51,51,80.00,80.00,0,0
Frag,3141419,191101290,3141579,191101450,f,0,160,128,128,80.00,80.00,0,0
Frag,3169943,191125377,3170071,191125505,f,0,128,102,102,80.00,80.00,0,0
Frag,3125932,191080758,3125996,191080822,f,0,64,51,51,80.00,80.00,0,0
Frag,3111897,191060448,3111961,191060512,f,0,64,51,51,80.00,80.00,0,0
Frag,3080156,191010483,3080348,191010675,f,0,192,153,153,80.00,80.00,0,0
Frag,3075243,191004580,3075563,191004900,f,0,320,256,256,80.00,80.00,0,0
Frag,3069114,190995306,3069306,190995498,f,0,192,153,153,80.00,80.00,0,0
Frag,11586714,164211427,11586842,164211555,f,0,128,102,102,80.00,80.00,0,0
Frag,41407711,177629614,41407807,177629710,f,0,96,76,76,80.00,80.00,0,0
Frag,22909029,309375015,22909189,309375175,f,0,160,128,128,80.00,80.00,0,0
Frag,43603794,291401263,43604178,291401647,f,0,384,307,307,80.00,80.00,0,0
Frag,43583070,291375133,43583134,291375197,f,0,64,51,51,80.00,80.00,0,0
Frag,63817411,311603865,63817507,311603961,f,0,96,76,76,80.00,80.00,0,0
Frag,43584949,291370541,43585045,291370637,f,0,96,76,76,80.00,80.00,0,0
Frag,43584810,291370371,43584874,291370435,f,0,64,51,51,80.00,80.00,0,0
Frag,43584565,291370125,43584789,291370349,f,0,224,179,179,80.00,80.00,0,0
Frag,43583070,291367839,43583134,291367903,f,0,64,51,51,80.00,80.00,0,0
Frag,6979489,362672527,6979745,362672783,f,0,256,204,204,80.00,80.00,0,0
Frag,6985528,362675276,6985912,362675660,f,0,384,307,307,80.00,80.00,0,0
Frag,6958918,362646132,6959142,362646356,f,0,224,179,179,80.00,80.00,0,0
Frag,6956462,362642817,6956782,362643137,f,0,320,256,256,80.00,80.00,0,0
Frag,6935401,362619461,6935529,362619589,f,0,128,102,102,80.00,80.00,0,0
Frag,6825082,362495362,6825242,362495522,f,0,160,128,128,80.00,80.00,0,0
Frag,6872806,362539419,6872998,362539611,f,0,192,153,153,80.00,80.00,0,0
Frag,18748734,414881460,18748798,414881524,f,0,64,51,51,80.00,80.00,0,0
Frag,18725553,414854099,18725681,414854227,f,0,128,102,102,80.00,80.00,0,0
Frag,18723938,414848964,18724034,414849060,f,0,96,76,76,80.00,80.00,0,0
Frag,18710635,414835413,18710891,414835669,f,0,256,204,204,80.00,80.00,0,0
Frag,18768782,414891532,18769038,414891788,f,0,256,204,204,80.00,80.00,0,0
Frag,18641761,414758350,18641825,414758414,f,0,64,51,51,80.00,80.00,0,0
Frag,18640289,414756671,18640353,414756735,f,0,64,51,51,80.00,80.00,0,0
Frag,18639090,414755263,18639250,414755423,f,0,160,128,128,80.00,80.00,0,0
Frag,18676049,414778300,18676273,414778524,f,0,224,179,179,80.00,80.00,0,0
Frag,18918341,414997383,18918533,414997575,f,0,192,153,153,80.00,80.00,0,0
Frag,19076739,415069835,19076899,415069995,f,0,160,128,128,80.00,80.00,0,0
Frag,19120173,415105068,19120365,415105260,f,0,192,153,153,80.00,80.00,0,0
Frag,19152307,415127325,19152499,415127517,f,0,192,153,153,80.00,80.00,0,0
Frag,19165246,415139560,19165342,415139656,f,0,96,76,76,80.00,80.00,0,0
Frag,19161595,415135667,19161755,415135827,f,0,160,128,128,80.00,80.00,0,0
Frag,19339535,415224105,19339631,415224201,f,0,96,76,76,80.00,80.00,0,0
Frag,19342765,415226871,19342893,415226999,f,0,128,102,102,80.00,80.00,0,0
Frag,19357407,415238811,19357567,415238971,f,0,160,128,128,80.00,80.00,0,0
Frag,19361684,415241142,19361876,415241334,f,0,192,153,153,80.00,80.00,0,0
Frag,44122247,436550262,44122407,436550422,f,0,160,128,128,80.00,80.00,0,0
Frag,20725935,408118686,20726063,408118814,f,0,128,102,102,80.00,80.00,0,0
Frag,20749725,408141682,20750013,408141970,f,0,288,230,230,80.00,80.00,0,0
Frag,20807218,408182086,20807314,408182182,f,0,96,76,76,80.00,80.00,0,0
Frag,20806479,408181268,20806575,408181364,f,0,96,76,76,80.00,80.00,0,0
Frag,20806563,408181350,20806627,408181414,f,0,64,51,51,80.00,80.00,0,0
Frag,20810726,408184057,20810918,408184249,f,0,192,153,153,80.00,80.00,0,0
Frag,20813151,408186201,20813247,408186297,f,0,96,76,76,80.00,80.00,0,0
Frag,20817381,408187764,20817541,408187924,f,0,160,128,128,80.00,80.00,0,0
Frag,20825097,408188938,20825193,408189034,f,0,96,76,76,80.00,80.00,0,0
Frag,20860392,408205306,20860520,408205434,f,0,128,102,102,80.00,80.00,0,0
Frag,20949977,408242544,20950201,408242768,f,0,224,179,179,80.00,80.00,0,0
Frag,20982386,408258830,20982482,408258926,f,0,96,76,76,80.00,80.00,0,0
Frag,21001174,408272661,21001366,408272853,f,0,192,153,153,80.00,80.00,0,0
Frag,20999769,408271255,20999833,408271319,f,0,64,51,51,80.00,80.00,0,0
Frag,20997768,408268675,20997832,408268739,f,0,64,51,51,80.00,80.00,0,0
Frag,5774099,495546802,5774195,495546898,f,0,96,76,76,80.00,80.00,0,0
Frag,5794059,495564960,5794187,495565088,f,0,128,102,102,80.00,80.00,0,0
Frag,5794059,495563644,5794187,495563772,f,0,128,102,102,80.00,80.00,0,0
Frag,28743168,483922723,28744000,483923555,f,0,832,665,665,80.00,80.00,0,0
Frag,28742402,483921954,28743170,483922722,f,0,768,614,614,80.00,80.00,0,0
Frag,38138180,483519630,38138404,483519854,f,0,224,179,179,80.00,80.00,0,0
Frag,38129368,483506456,38129528,483506616,f,0,160,128,128,80.00,80.00,0,0
Frag,38123821,483499153,38123917,483499249,f,0,96,76,76,80.00,80.00,0,0
Frag,38076539,483447004,38076763,483447228,f,0,224,179,179,80.00,80.00,0,0
Frag,38095336,483461186,38095784,483461634,f,0,448,358,358,80.00,80.00,0,0
Frag,38162625,483524702,38162721,483524798,f,0,96,76,76,80.00,80.00,0,0
Frag,38162419,483524494,38162643,483524718,f,0,224,179,179,80.00,80.00,0,0
Frag,38176168,483532352,38176296,483532480,f,0,128,102,102,80.00,80.00,0,0
Frag,38187742,483537178,38187870,483537306,f,0,128,102,102,80.00,80.00,0,0
Frag,38191358,483539824,38191678,483540144,f,0,320,256,256,80.00,80.00,0,0
Frag,38197284,483543086,38198020,483543822,f,0,736,588,588,80.00,80.00,0,0
Frag,38222215,483559953,38222535,483560273,f,0,320,256,256,80.00,80.00,0,0
Frag,38213505,483551064,38213697,483551256,f,0,192,153,153,80.00,80.00,0,0
Frag,38246891,483569611,38247243,483569963,f,0,352,281,281,80.00,80.00,0,0
Frag,38244525,483565851,38244653,483565979,f,0,128,102,102,80.00,80.00,0,0
Frag,38246891,483567961,38247243,483568313,f,0,352,281,281,80.00,80.00,0,0
Frag,38258294,483577679,38258774,483578159,f,0,480,384,384,80.00,80.00,0,0
Frag,38258294,483576706,38258774,483577186,f,0,480,384,384,80.00,80.00,0,0
Frag,38270913,483588261,38271201,483588549,f,0,288,230,230,80.00,80.00,0,0
Frag,38326814,483606093,38327166,483606445,f,0,352,281,281,80.00,80.00,0,0
Frag,38336353,483613230,38336929,483613806,f,0,576,460,460,80.00,80.00,0,0
Frag,38353907,483615327,38354419,483615839,f,0,512,409,409,80.00,80.00,0,0
Frag,38371207,483621924,38371335,483622052,f,0,128,102,102,80.00,80.00,0,0
Frag,38371049,483621765,38371209,483621925,f,0,160,128,128,80.00,80.00,0,0
Frag,38381311,483624777,38381599,483625065,f,0,288,230,230,80.00,80.00,0,0
Frag,38381177,483624641,38381305,483624769,f,0,128,102,102,80.00,80.00,0,0
Frag,38445068,483636702,38445324,483636958,f,0,256,204,204,80.00,80.00,0,0
Frag,38496509,483659321,38496765,483659577,f,0,256,204,204,80.00,80.00,0,0
Frag,38498206,483660978,38498366,483661138,f,0,160,128,128,80.00,80.00,0,0
Frag,38608043,483738742,38608203,483738902,f,0,160,128,128,80.00,80.00,0,0
Frag,38570367,483699072,38570495,483699200,f,0,128,102,102,80.00,80.00,0,0
Frag,38580768,483709038,38580832,483709102,f,0,64,51,51,80.00,80.00,0,0
Frag,38585072,483712091,38585232,483712251,f,0,160,128,128,80.00,80.00,0,0
Frag,38669731,483773372,38669987,483773628,f,0,256,204,204,80.00,80.00,0,0
Frag,38686395,483777229,38686523,483777357,f,0,128,102,102,80.00,80.00,0,0
Frag,38685953,483776786,38686401,483777234,f,0,448,358,358,80.00,80.00,0,0
Frag,38727542,483797348,38727958,483797764,f,0,416,332,332,80.00,80.00,0,0
Frag,38727360,483797164,38727552,483797356,f,0,192,153,153,80.00,80.00,0,0
Frag,38783567,483827639,38783631,483827703,f,0,64,51,51,80.00,80.00,0,0
Frag,38783660,483827717,38783948,483828005,f,0,288,230,230,80.00,80.00,0,0
Frag,38783567,483826604,38783631,483826668,f,0,64,51,51,80.00,80.00,0,0
Frag,38783661,483826683,38783949,483826971,f,0,288,230,230,80.00,80.00,0,0
Frag,38789218,483831261,38789410,483831453,f,0,192,153,153,80.00,80.00,0,0
Frag,38826332,483860697,38826684,483861049,f,0,352,281,281,80.00,80.00,0,0
Frag,38826221,483860585,38826349,483860713,f,0,128,102,102,80.00,80.00,0,0
Frag,38814602,483839815,38814698,483839911,f,0,96,76,76,80.00,80.00,0,0
Frag,38852347,483872724,38852475,483872852,f,0,128,102,102,80.00,80.00,0,0
Frag,38851596,483870269,38851788,483870461,f,0,192,153,153,80.00,80.00,0,0
Frag,38855717,483873673,38855909,483873865,f,0,192,153,153,80.00,80.00,0,0
Frag,26850305,462236289,26850369,462236353,f,0,64,51,51,80.00,80.00,0,0
Frag,27789558,530419456,27789622,530419520,f,0,64,51,51,80.00,80.00,0,0
Frag,27851434,530461064,27851530,530461160,f,0,96,76,76,80.00,80.00,0,0
Frag,46610011,648137836,46610203,648138028,f,0,192,153,153,80.00,80.00,0,0
Frag,46568440,648070299,46568504,648070363,f,0,64,51,51,80.00,80.00,0,0
Frag,47578871,635622868,47579095,635623092,f,0,224,179,179,80.00,80.00,0,0
Frag,47546870,635588839,47547094,635589063,f,0,224,179,179,80.00,80.00,0,0
Frag,47644197,635682105,47644293,635682201,f,0,96,76,76,80.00,80.00,0,0
Frag,47644574,635682456,47644670,635682552,f,0,96,76,76,80.00,80.00,0,0
Frag,29839647,709688666,29839711,709688730,f,0,64,51,51,80.00,80.00,0,0
Frag,50565455,671332144,50565647,671332336,f,0,192,153,153,80.00,80.00,0,0
Frag,50565673,671332357,50565833,671332517,f,0,160,128,128,80.00,80.00,0,0
Frag,50577930,671344269,50578250,671344589,f,0,320,256,256,80.00,80.00,0,0
Frag,50570293,671335973,50570421,671336101,f,0,128,102,102,80.00,80.00,0,0
Frag,50570090,671335769,50570314,671335993,f,0,224,179,179,80.00,80.00,0,0
Frag,50569827,671335505,50569955,671335633,f,0,128,102,102,80.00,80.00,0,0
Frag,50569939,671335616,50570099,671335776,f,0,160,128,128,80.00,80.00,0,0
Frag,50559361,671323201,50559681,671323521,f,0,320,256,256,80.00,80.00,0,0
Frag,50540524,671303859,50541132,671304467,f,0,608,486,486,80.00,80.00,0,0
Frag,50583631,671346763,50583695,671346827,f,0,64,51,51,80.00,80.00,0,0
Frag,50610645,671359026,50610709,671359090,f,0,64,51,51,80.00,80.00,0,0
Frag,50610788,671359169,50610884,671359265,f,0,96,76,76,80.00,80.00,0,0
Frag,50633835,671371017,50633931,671371113,f,0,96,76,76,80.00,80.00,0,0
Frag,50633376,671370557,50633856,671371037,f,0,480,384,384,80.00,80.00,0,0
Frag,50668933,671395630,50669285,671395982,f,0,352,281,281,80.00,80.00,0,0
Frag,50658456,671385030,50658648,671385222,f,0,192,153,153,80.00,80.00,0,0
Frag,50705683,671431756,50706035,671432108,f,0,352,281,281,80.00,80.00,0,0
Frag,50703772,671429308,50704188,671429724,f,0,416,332,332,80.00,80.00,0,0
Frag,50697533,671422777,50697661,671422905,f,0,128,102,102,80.00,80.00,0,0
Frag,50699810,671424906,50700162,671425258,f,0,352,281,281,80.00,80.00,0,0
Frag,50700155,671425246,50700251,671425342,f,0,96,76,76,80.00,80.00,0,0
Frag,50700329,671425406,50700617,671425694,f,0,288,230,230,80.00,80.00,0,0
Frag,29260601,760818628,29260921,760818948,f,0,320,256,256,80.00,80.00,0,0
Frag,45627621,805507473,45627685,805507537,f,0,64,51,51,80.00,80.00,0,0
Frag,45627568,805507419,45627632,805507483,f,0,64,51,51,80.00,80.00,0,0
Frag,52633507,805129089,52633667,805129249,f,0,160,128,128,80.00,80.00,0,0
Frag,56703957,793179293,56704501,793179837,f,0,544,435,435,80.00,80.00,0,0
Frag,56994921,793338542,56995049,793338670,f,0,128,102,102,80.00,80.00,0,0
Frag,56994845,793338460,56994909,793338524,f,0,64,51,51,80.00,80.00,0,0
Frag,56994778,793338392,56994842,793338456,f,0,64,51,51,80.00,80.00,0,0
Frag,56996957,793340532,56997053,793340628,f,0,96,76,76,80.00,80.00,0,0
Frag,57010737,793352506,57010833,793352602,f,0,96,76,76,80.00,80.00,0,0
Frag,57023534,793361650,57023630,793361746,f,0,96,76,76,80.00,80.00,0,0
Frag,57062876,793397192,57062940,793397256,f,0,64,51,51,80.00,80.00,0,0
Frag,57145285,793451035,57145445,793451195,f,0,160,128,128,80.00,80.00,0,0
Frag,57354727,793602015,57354855,793602143,f,0,128,102,102,80.00,80.00,0,0
Frag,57460550,793653516,57460678,793653644,f,0,128,102,102,80.00,80.00,0,0
Frag,57482209,793665355,57482305,793665451,f,0,96,76,76,80.00,80.00,0,0
Frag,57494690,793673982,57494786,793674078,f,0,96,76,76,80.00,80.00,0,0
Frag,57697491,793762940,57697587,793763036,f,0,96,76,76,80.00,80.00,0,0
Frag,57839566,793857184,57839758,793857376,f,0,192,153,153,80.00,80.00,0,0
Frag,57804959,793818033,57805119,793818193,f,0,160,128,128,80.00,80.00,0,0
Frag,43967602,911560411,43967666,911560475,f,0,64,51,51,80.00,80.00,0,0
Frag,43964185,911552270,43964377,911552462,f,0,192,153,153,80.00,80.00,0,0
Frag,29147744,966711178,29147808,966711242,f,0,64,51,51,80.00,80.00,0,0
Frag,29147991,966711417,29148087,966711513,f,0,96,76,76,80.00,80.00,0,0
Frag,29160344,966716699,29160504,966716859,f,0,160,128,128,80.00,80.00,0,0
Frag,29159847,966716195,29159975,966716323,f,0,128,102,102,80.00,80.00,0,0
Frag,29159997,966716343,29160125,966716471,f,0,128,102,102,80.00,80.00,0,0
Frag,23969149,1045527588,23969277,1045527716,f,0,128,102,102,80.00,80.00,0,0
Frag,23969084,1045527518,23969148,1045527582,f,0,64,51,51,80.00,80.00,0,0
Frag,23971119,1045529360,23971471,1045529712,f,0,352,281,281,80.00,80.00,0,0
Frag,23978095,1045533410,23978287,1045533602,f,0,192,153,153,80.00,80.00,0,0
Frag,23977893,1045533207,23978149,1045533463,f,0,256,204,204,80.00,80.00,0,0
Frag,24648807,1045862426,24649031,1045862650,f,0,224,179,179,80.00,80.00,0,0
Frag,24648122,1045861733,24648250,1045861861,f,0,128,102,102,80.00,80.00,0,0
Frag,24647969,1045861579,24648129,1045861739,f,0,160,128,128,80.00,80.00,0,0
Frag,24646993,1045860599,24647153,1045860759,f,0,160,128,128,80.00,80.00,0,0
Frag,24647158,1045860763,24647222,1045860827,f,0,64,51,51,80.00,80.00,0,0
Frag,32888906,1044799127,32889290,1044799511,f,0,384,307,307,80.00,80.00,0,0
Frag,32946394,1044817057,32946586,1044817249,f,0,192,153,153,80.00,80.00,0,0
Frag,28862784,1038533271,28863168,1038533655,f,0,384,307,307,80.00,80.00,0,0
Frag,33939491,1042944445,33939555,1042944509,f,0,64,51,51,80.00,80.00,0,0
Frag,33714575,1042682645,33714767,1042682837,f,0,192,153,153,80.00,80.00,0,0
Frag,4929078,1013842117,4929174,1013842213,f,0,96,76,76,80.00,80.00,0,0
Frag,5012534,1013910018,5012598,1013910082,f,0,64,51,51,80.00,80.00,0,0
Frag,5085168,1013948695,5085328,1013948855,f,0,160,128,128,80.00,80.00,0,0
Frag,5099349,1013952373,5099509,1013952533,f,0,160,128,128,80.00,80.00,0,0
Frag,5522478,1014331007,5522574,1014331103,f,0,96,76,76,80.00,80.00,0,0
Frag,5232146,1014012084,5232210,1014012148,f,0,64,51,51,80.00,80.00,0,0
Frag,5348358,1014121240,5348422,1014121304,f,0,64,51,51,80.00,80.00,0,0
Frag,34628715,1043386525,34628779,1043386589,f,0,64,51,51,80.00,80.00,0,0
Frag,34628658,1043386467,34628722,1043386531,f,0,64,51,51,80.00,80.00,0,0
Frag,39105630,1044915403,39105726,1044915499,f,0,96,76,76,80.00,80.00,0,0
Frag,39254296,1044980688,39254392,1044980784,f,0,96,76,76,80.00,80.00,0,0
Frag,39268329,1044987624,39268521,1044987816,f,0,192,153,153,80.00,80.00,0,0
Frag,39385433,1045047678,39385785,1045048030,f,0,352,281,281,80.00,80.00,0,0
Frag,39441027,1045101087,39441123,1045101183,f,0,96,76,76,80.00,80.00,0,0
Frag,40078555,1045380660,40078651,1045380756,f,0,96,76,76,80.00,80.00,0,0
Frag,52790007,1022346746,52790071,1022346810,f,0,64,51,51,80.00,80.00,0,0
Frag,58354536,1001633443,58354600,1001633507,f,0,64,51,51,80.00,80.00,0,0
Frag,58354448,1001633353,58354512,1001633417,f,0,64,51,51,80.00,80.00,0,0
Frag,58668614,1001794281,58668678,1001794345,f,0,64,51,51,80.00,80.00,0,0
Frag,58782691,1001853681,58783075,1001854065,f,0,384,307,307,80.00,80.00,0,0
Frag,59238431,1002051694,59238623,1002051886,f,0,192,153,153,80.00,80.00,0,0
Frag,59393644,1002120998,59393740,1002121094,f,0,96,76,76,80.00,80.00,0,0
Frag,59638204,1002213481,59638396,1002213673,f,0,192,153,153,80.00,80.00,0,0
Frag,23948290,1111856741,23948354,1111856805,f,0,64,51,51,80.00,80.00,0,0
Frag,23948215,1111856665,23948279,1111856729,f,0,64,51,51,80.00,80.00,0,0
Frag,40480470,1072283107,40480534,1072283171,f,0,64,51,51,80.00,80.00,0,0
Frag,16755150,1149753493,16755342,1149753685,f,0,192,153,153,80.00,80.00,0,0
Frag,23044384,1220172909,23044544,1220173069,f,0,160,128,128,80.00,80.00,0,0
Frag,34757369,1218788320,34757625,1218788576,f,0,256,204,204,80.00,80.00,0,0
Frag,34794193,1218799421,34794641,1218799869,f,0,448,358,358,80.00,80.00,0,0
Frag,34784760,1218788279,34785400,1218788919,f,0,640,512,512,80.00,80.00,0,0
Frag,34784755,1218758341,34785043,1218758629,f,0,288,230,230,80.00,80.00,0,0
Frag,34866109,1218832678,34866301,1218832870,f,0,192,153,153,80.00,80.00,0,0
Frag,34785134,1218751189,34785198,1218751253,f,0,64,51,51,80.00,80.00,0,0
Frag,34886096,1218841103,34886288,1218841295,f,0,192,153,153,80.00,80.00,0,0
Frag,35181113,1218993369,35181273,1218993529,f,0,160,128,128,80.00,80.00,0,0
Frag,35184449,1218996570,35184865,1218996986,f,0,416,332,332,80.00,80.00,0,0
Frag,35857440,1219572757,35857536,1219572853,f,0,96,76,76,80.00,80.00,0,0
Frag,35850155,1219564682,35850251,1219564778,f,0,96,76,76,80.00,80.00,0,0
Frag,35893744,1219601725,35893808,1219601789,f,0,64,51,51,80.00,80.00,0,0
Frag,35945687,1219648193,35945879,1219648385,f,0,192,153,153,80.00,80.00,0,0
Frag,35615486,1219305746,35615678,1219305938,f,0,192,153,153,80.00,80.00,0,0
Frag,35623544,1219312098,35623640,1219312194,f,0,96,76,76,80.00,80.00,0,0
Frag,35973378,1219661769,35973506,1219661897,f,0,128,102,102,80.00,80.00,0,0
Frag,35385468,1219063942,35385596,1219064070,f,0,128,102,102,80.00,80.00,0,0
Frag,35419477,1219089439,35419669,1219089631,f,0,192,153,153,80.00,80.00,0,0
Frag,35668613,1219336166,35668805,1219336358,f,0,192,153,153,80.00,80.00,0,0
Frag,36008692,1219671903,36008788,1219671999,f,0,96,76,76,80.00,80.00,0,0
Frag,35574046,1219237124,35574110,1219237188,f,0,64,51,51,80.00,80.00,0,0
Frag,36004333,1219666891,36004493,1219667051,f,0,160,128,128,80.00,80.00,0,0
Frag,36043451,1219680534,36043547,1219680630,f,0,96,76,76,80.00,80.00,0,0
Frag,36055900,1219685834,36055964,1219685898,f,0,64,51,51,80.00,80.00,0,0
Frag,36057494,1219686849,36057558,1219686913,f,0,64,51,51,80.00,80.00,0,0
Frag,36061730,1219690956,36061794,1219691020,f,0,64,51,51,80.00,80.00,0,0
Frag,36054927,1219682582,36055151,1219682806,f,0,224,179,179,80.00,80.00,0,0
Frag,40240242,1220102227,40240434,1220102419,f,0,192,153,153,80.00,80.00,0,0
Frag,40240791,1220102717,40240887,1220102813,f,0,96,76,76,80.00,80.00,0,0
Frag,40235998,1220097875,40236254,1220098131,f,0,256,204,204,80.00,80.00,0,0
Frag,40281362,1220135181,40281458,1220135277,f,0,96,76,76,80.00,80.00,0,0
Frag,41582763,1212211869,41582859,1212211965,f,0,96,76,76,80.00,80.00,0,0
Frag,41579770,1212208861,41580058,1212209149,f,0,288,230,230,80.00,80.00,0,0
Frag,41524726,1212148268,41524918,1212148460,f,0,192,153,153,80.00,80.00,0,0
Frag,41506463,1212099807,41506527,1212099871,f,0,64,51,51,80.00,80.00,0,0
Frag,27325647,1289636614,27325839,1289636806,f,0,192,153,153,80.00,80.00,0,0
Frag,27325470,1289636321,27325630,1289636481,f,0,160,128,128,80.00,80.00,0,0
Frag,33324913,1284979124,33325009,1284979220,f,0,96,76,76,80.00,80.00,0,0
Frag,3717042,1251311889,3717138,1251311985,f,0,96,76,76,80.00,80.00,0,0
Frag,50295813,1291589185,50295877,1291589249,f,0,64,51,51,80.00,80.00,0,0
Frag,50309122,1291599912,50309282,1291600072,f,0,160,128,128,80.00,80.00,0,0
Frag,50278666,1291552387,50278730,1291552451,f,0,64,51,51,80.00,80.00,0,0
Frag,50278736,1291552456,50278832,1291552552,f,0,96,76,76,80.00,80.00,0,0
Frag,50108671,1291368929,50108991,1291369249,f,0,320,256,256,80.00,80.00,0,0
Frag,50109713,1291369902,50109777,1291369966,f,0,64,51,51,80.00,80.00,0,0
Frag,50110769,1291370898,50110929,1291371058,f,0,160,128,128,80.00,80.00,0,0
Frag,50105856,1291365691,50105952,1291365787,f,0,96,76,76,80.00,80.00,0,0
Frag,50262070,1291520066,50262294,1291520290,f,0,224,179,179,80.00,80.00,0,0
Frag,50177090,1291424912,50177218,1291425040,f,0,128,102,102,80.00,80.00,0,0
Frag,50147255,1291394812,50147447,1291395004,f,0,192,153,153,80.00,80.00,0,0
Frag,50144947,1291390448,50145203,1291390704,f,0,256,204,204,80.00,80.00,0,0
Frag,50201267,1291443264,50201331,1291443328,f,0,64,51,51,80.00,80.00,0,0
Frag,50201829,1291443805,50201957,1291443933,f,0,128,102,102,80.00,80.00,0,0
Frag,50201410,1291443384,50201570,1291443544,f,0,160,128,128,80.00,80.00,0,0
Frag,50201961,1291443935,50202153,1291444127,f,0,192,153,153,80.00,80.00,0,0
Frag,50202200,1291444155,50202296,1291444251,f,0,96,76,76,80.00,80.00,0,0
Frag,50202295,1291444246,50202391,1291444342,f,0,96,76,76,80.00,80.00,0,0
Frag,50202433,1291444372,50202529,1291444468,f,0,96,76,76,80.00,80.00,0,0
Frag,50202557,1291444493,50202653,1291444589,f,0,96,76,76,80.00,80.00,0,0
Frag,50202699,1291444635,50202795,1291444731,f,0,96,76,76,80.00,80.00,0,0
Frag,50202791,1291444721,50202887,1291444817,f,0,96,76,76,80.00,80.00,0,0
Frag,50202941,1291444864,50203005,1291444928,f,0,64,51,51,80.00,80.00,0,0
Frag,50203078,1291444985,50203174,1291445081,f,0,96,76,76,80.00,80.00,0,0
Frag,50203178,1291445084,50203242,1291445148,f,0,64,51,51,80.00,80.00,0,0
Frag,50203694,1291445565,50203790,1291445661,f,0,96,76,76,80.00,80.00,0,0
Frag,50203434,1291445302,50203562,1291445430,f,0,128,102,102,80.00,80.00,0,0
Frag,50197328,1291439000,50197520,1291439192,f,0,192,153,153,80.00,80.00,0,0
Frag,50222918,1291463462,50223142,1291463686,f,0,224,179,179,80.00,80.00,0,0
Frag,38709513,1345971622,38709833,1345971942,f,0,320,256,256,80.00,80.00,0,0
Frag,36294095,1432119394,36294191,1432119490,f,0,96,76,76,80.00,80.00,0,0
Frag,36294153,1432119451,36294281,1432119579,f,0,128,102,102,80.00,80.00,0,0
Frag,36294004,1432119300,36294100,1432119396,f,0,96,76,76,80.00,80.00,0,0
Frag,36296586,1432121333,36296746,1432121493,f,0,160,128,128,80.00,80.00,0,0
Frag,36301648,1432124104,36301712,1432124168,f,0,64,51,51,80.00,80.00,0,0
Frag,6128076,1397708661,6128204,1397708789,f,0,128,102,102,80.00,80.00,0,0
