All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename : undef
SeqY filename : undef
SeqX name : undef
SeqY name : undef
SeqX length : 1130445958
SeqY length : 1679205391
Min.fragment.length : undef
Min.Identity : undef
Tot Hits (seeds) : undef
Tot Hits (seeds) used: undef
Total fragments : undef
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,21483592,829907553,21483656,829907489,r,0,64,51,51,80.00,80.00,0,0
Frag,21575768,853080602,21575832,853080538,r,0,64,51,51,80.00,80.00,0,0
Frag,45548015,829907794,45548175,829907634,r,0,160,128,128,80.00,80.00,0,0
Frag,45548511,829907553,45548575,829907489,r,0,64,51,51,80.00,80.00,0,0
Frag,45548605,829907461,45548797,829907269,r,0,192,153,153,80.00,80.00,0,0
Frag,60456026,782396501,60456090,782396437,r,0,64,51,51,80.00,80.00,0,0
Frag,21482942,665488571,21483102,665488411,r,0,160,128,128,80.00,80.00,0,0
Frag,45547857,665488571,45548017,665488411,r,0,160,128,128,80.00,80.00,0,0
Frag,13940827,611849187,13940891,611849123,r,0,64,51,51,80.00,80.00,0,0
Frag,20120793,609972727,20120857,609972663,r,0,64,51,51,80.00,80.00,0,0
Frag,21482942,621510480,21483102,621510320,r,0,160,128,128,80.00,80.00,0,0
Frag,21483806,621509630,21483870,621509566,r,0,64,51,51,80.00,80.00,0,0
Frag,21483272,621510170,21483656,621509786,r,0,384,307,307,80.00,80.00,0,0
Frag,23299164,621510173,23299484,621509853,r,0,320,256,256,80.00,80.00,0,0
Frag,45547857,621510480,45548017,621510320,r,0,160,128,128,80.00,80.00,0,0
Frag,45548319,621510042,45548575,621509786,r,0,256,204,204,80.00,80.00,0,0
Frag,21482942,377167051,21483102,377166891,r,0,160,128,128,80.00,80.00,0,0
Frag,45547857,377167051,45548017,377166891,r,0,160,128,128,80.00,80.00,0,0
Frag,21482942,314671770,21483102,314671610,r,0,160,128,128,80.00,80.00,0,0
Frag,45547857,314671770,45548017,314671610,r,0,160,128,128,80.00,80.00,0,0
Frag,49900360,238477928,49900520,238477768,r,0,160,128,128,80.00,80.00,0,0
Frag,21482942,208792854,21483102,208792694,r,0,160,128,128,80.00,80.00,0,0
Frag,60456026,182805008,60456090,182804944,r,0,64,51,51,80.00,80.00,0,0
Frag,21482942,351633,21483102,351473,r,0,160,128,128,80.00,80.00,0,0
Frag,45547857,351633,45548017,351473,r,0,160,128,128,80.00,80.00,0,0
Frag,21482917,31109645,21483109,31109453,r,0,192,153,153,80.00,80.00,0,0
Frag,77753044,131025153,77753108,131025217,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,129879626,77753108,129879690,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,126264516,77753108,126264580,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,77972949,77753108,77973013,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,70530478,77753108,70530542,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,66436684,77753108,66436748,f,0,64,51,51,80.00,80.00,0,0
Frag,121584197,93026153,121584261,93026217,f,0,64,51,51,80.00,80.00,0,0
Frag,121585157,93027056,121585477,93027376,f,0,320,256,256,80.00,80.00,0,0
Frag,77753044,194255708,77753108,194255772,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,184326350,77753108,184326414,f,0,64,51,51,80.00,80.00,0,0
Frag,92787452,196585699,92787580,196585827,f,0,128,102,102,80.00,80.00,0,0
Frag,77753044,181116129,77753108,181116193,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,178267720,77753108,178267784,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,173626790,77753108,173626854,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,163434558,77753108,163434622,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,156513528,77753108,156513592,f,0,64,51,51,80.00,80.00,0,0
Frag,92787474,170771150,92787570,170771246,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,143083981,77753108,143084045,f,0,64,51,51,80.00,80.00,0,0
Frag,80209024,144995329,80209088,144995393,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,54002889,77753108,54002953,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,51398994,77753108,51399058,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,46640321,77753108,46640385,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,45723027,77753108,45723091,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,32676987,77753108,32677051,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,25187273,77753108,25187337,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,23521711,77753108,23521775,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,23193927,77753108,23193991,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,22319230,77753108,22319294,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,8660691,77753108,8660755,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,261153814,77753108,261153878,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,254749373,77753108,254749437,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,251603849,77753108,251603913,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,251354212,77753108,251354276,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,241101195,77753108,241101259,f,0,64,51,51,80.00,80.00,0,0
Frag,92787472,254187899,92787600,254188027,f,0,128,102,102,80.00,80.00,0,0
Frag,77753044,237609157,77753108,237609221,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,225585072,77753108,225585136,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,223468700,77753108,223468764,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,200751605,77753108,200751669,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,197356587,77753108,197356651,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,318070923,77753108,318070987,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,311982213,77753108,311982277,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,307477647,77753108,307477711,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,306732856,77753108,306732920,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,302674130,77753108,302674194,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,296780970,77753108,296781034,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,271938060,77753108,271938124,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,268706757,77753108,268706821,f,0,64,51,51,80.00,80.00,0,0
Frag,77753047,264454659,77753111,264454723,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,391727192,77753108,391727256,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,363250197,77753108,363250261,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,332663657,77753108,332663721,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,447904941,77753108,447905005,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,420205079,77753108,420205143,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,418239764,77753108,418239828,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,416112627,77753108,416112691,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,415471267,77753108,415471331,f,0,64,51,51,80.00,80.00,0,0
Frag,93046917,414071379,93047013,414071475,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,499251207,77753108,499251271,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,496021119,77753108,496021183,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,479288015,77753108,479288079,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,464403162,77753108,464403226,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,462461232,77753108,462461296,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,461882635,77753108,461882699,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,566517845,77753108,566517909,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,561873803,77753108,561873867,f,0,64,51,51,80.00,80.00,0,0
Frag,77753046,561325903,77753110,561325967,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,556625386,77753108,556625450,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,553536045,77753109,553536109,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,550014205,77753108,550014269,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,548701508,77753108,548701572,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,547551035,77753108,547551099,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,539398620,77753109,539398684,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,530195366,77753109,530195430,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,527206446,77753109,527206510,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,653925620,77753108,653925684,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,648186488,77753108,648186552,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,640354050,77753108,640354114,f,0,64,51,51,80.00,80.00,0,0
Frag,92787515,648493209,92787579,648493273,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,619491068,77753108,619491132,f,0,64,51,51,80.00,80.00,0,0
Frag,80209024,621508719,80209088,621508783,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,618898825,77753108,618898889,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,616213348,77753108,616213412,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,615284317,77753108,615284381,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,609337064,77753108,609337128,f,0,64,51,51,80.00,80.00,0,0
Frag,90194168,621509565,90194360,621509757,f,0,192,153,153,80.00,80.00,0,0
Frag,90194466,621509861,90194594,621509989,f,0,128,102,102,80.00,80.00,0,0
Frag,77753044,608122063,77753108,608122127,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,602872096,77753108,602872160,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,718916763,77753108,718916827,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,718855323,77753108,718855387,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,714589283,77753108,714589347,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,711195078,77753108,711195142,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,711168830,77753108,711168894,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,708753385,77753108,708753449,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,705403721,77753109,705403785,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,703140025,77753109,703140089,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,701816998,77753109,701817062,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,684152043,77753109,684152107,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,683589270,77753109,683589334,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,682471748,77753109,682471812,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,681087837,77753109,681087901,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,679479206,77753109,679479270,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,674357866,77753109,674357930,f,0,64,51,51,80.00,80.00,0,0
Frag,92787474,672232818,92787570,672232914,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,784534973,77753108,784535037,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,779056340,77753108,779056404,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,770698446,77753108,770698510,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,759985075,77753108,759985139,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,749939912,77753109,749939976,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,739097261,77753109,739097325,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,738542798,77753109,738542862,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,729482697,77753205,729482857,f,0,160,128,128,80.00,80.00,0,0
Frag,77753045,727411662,77753109,727411726,f,0,64,51,51,80.00,80.00,0,0
Frag,80213103,729482697,80213263,729482857,f,0,160,128,128,80.00,80.00,0,0
Frag,77753045,722111233,77753109,722111297,f,0,64,51,51,80.00,80.00,0,0
Frag,92787450,727821553,92787578,727821681,f,0,128,102,102,80.00,80.00,0,0
Frag,77753044,849794822,77753108,849794886,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,836075561,77753108,836075625,f,0,64,51,51,80.00,80.00,0,0
Frag,92787452,850853493,92787580,850853621,f,0,128,102,102,80.00,80.00,0,0
Frag,80209024,829904610,80209088,829904674,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,823864064,77753108,823864128,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,822906138,77753108,822906202,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,821113199,77753108,821113263,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,819588111,77753108,819588175,f,0,64,51,51,80.00,80.00,0,0
Frag,78675713,815500257,78675969,815500513,f,0,256,204,204,80.00,80.00,0,0
Frag,78587083,815290660,78587179,815290756,f,0,96,76,76,80.00,80.00,0,0
Frag,77753045,811830649,77753109,811830713,f,0,64,51,51,80.00,80.00,0,0
Frag,92787516,826097362,92787580,826097426,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,801190285,77753109,801190349,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,916847869,77753205,916848029,f,0,160,128,128,80.00,80.00,0,0
Frag,77753044,915548525,77753108,915548589,f,0,64,51,51,80.00,80.00,0,0
Frag,80213103,916847869,80213263,916848029,f,0,160,128,128,80.00,80.00,0,0
Frag,77753044,912997879,77753108,912997943,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,912133695,77753108,912133759,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,908283513,77753108,908283577,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,893535619,77753108,893535683,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,887586236,77753108,887586300,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,887139231,77753108,887139295,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,884290840,77753108,884290904,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,878620387,77753108,878620451,f,0,64,51,51,80.00,80.00,0,0
Frag,92787474,889112746,92787570,889112842,f,0,96,76,76,80.00,80.00,0,0
Frag,123713322,916847870,123713482,916848030,f,0,160,128,128,80.00,80.00,0,0
Frag,77753044,861404980,77753108,861405044,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,858544107,77753108,858544171,f,0,64,51,51,80.00,80.00,0,0
Frag,109049011,870870730,109049075,870870794,f,0,64,51,51,80.00,80.00,0,0
Frag,110173165,866091061,110173261,866091157,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,979312954,77753108,979313018,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,948756523,77753108,948756587,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,948390852,77753108,948390916,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,948097787,77753108,948097851,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,946010871,77753108,946010935,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,945964661,77753109,945964725,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,929521217,77753108,929521281,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,923928974,77753108,923929038,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1040347363,77753108,1040347427,f,0,64,51,51,80.00,80.00,0,0
Frag,92787474,1047143245,92787570,1047143341,f,0,96,76,76,80.00,80.00,0,0
Frag,77753045,1032001887,77753205,1032002047,f,0,160,128,128,80.00,80.00,0,0
Frag,80213103,1032001887,80213263,1032002047,f,0,160,128,128,80.00,80.00,0,0
Frag,77753044,1025881875,77753108,1025881939,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,1025542034,77753109,1025542098,f,0,64,51,51,80.00,80.00,0,0
Frag,90194040,1035574758,90194360,1035575078,f,0,320,256,256,80.00,80.00,0,0
Frag,90194466,1035575182,90194594,1035575310,f,0,128,102,102,80.00,80.00,0,0
Frag,77753045,1022832197,77753109,1022832261,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,1016539744,77753109,1016539808,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,1011812105,77753109,1011812169,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,1007787597,77753109,1007787661,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,1001189162,77753109,1001189226,f,0,64,51,51,80.00,80.00,0,0
Frag,77753045,990874475,77753109,990874539,f,0,64,51,51,80.00,80.00,0,0
Frag,123713322,1032001888,123713482,1032002048,f,0,160,128,128,80.00,80.00,0,0
Frag,77753044,1114767954,77753108,1114768018,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1110592905,77753108,1110592969,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1107464119,77753108,1107464183,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1106563585,77753108,1106563649,f,0,64,51,51,80.00,80.00,0,0
Frag,77753047,1106435707,77753111,1106435771,f,0,64,51,51,80.00,80.00,0,0
Frag,77753047,1105147558,77753111,1105147622,f,0,64,51,51,80.00,80.00,0,0
Frag,77753047,1104180660,77753111,1104180724,f,0,64,51,51,80.00,80.00,0,0
Frag,77753047,1103542934,77753111,1103542998,f,0,64,51,51,80.00,80.00,0,0
Frag,77753047,1102911273,77753111,1102911337,f,0,64,51,51,80.00,80.00,0,0
Frag,77753047,1102292444,77753111,1102292508,f,0,64,51,51,80.00,80.00,0,0
Frag,77753047,1101198410,77753111,1101198474,f,0,64,51,51,80.00,80.00,0,0
Frag,77753047,1100826222,77753111,1100826286,f,0,64,51,51,80.00,80.00,0,0
Frag,77753047,1092316176,77753111,1092316240,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1173301081,77753108,1173301145,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1173190460,77753108,1173190524,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1160886471,77753108,1160886535,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1158214466,77753108,1158214530,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1156539658,77753108,1156539722,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1155754746,77753108,1155754810,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1150426661,77753108,1150426725,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1145380795,77753108,1145380859,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1142704350,77753108,1142704414,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1140976111,77753108,1140976175,f,0,64,51,51,80.00,80.00,0,0
Frag,93350004,1153677426,93350068,1153677490,f,0,64,51,51,80.00,80.00,0,0
Frag,93331130,1153644129,93331258,1153644257,f,0,128,102,102,80.00,80.00,0,0
Frag,93325514,1153620461,93325642,1153620589,f,0,128,102,102,80.00,80.00,0,0
Frag,99163926,1153111052,99164054,1153111180,f,0,128,102,102,80.00,80.00,0,0
Frag,99163926,1153109367,99164054,1153109495,f,0,128,102,102,80.00,80.00,0,0
Frag,77753044,1130298791,77753108,1130298855,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1238390694,77753108,1238390758,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1233417578,77753108,1233417642,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1227806105,77753108,1227806169,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1221786075,77753108,1221786139,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1221272346,77753108,1221272410,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1217034285,77753108,1217034349,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1216544495,77753108,1216544559,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1210143191,77753108,1210143255,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1206042221,77753108,1206042285,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1198446378,77753108,1198446442,f,0,64,51,51,80.00,80.00,0,0
Frag,75018947,1195616504,75019043,1195616600,f,0,96,76,76,80.00,80.00,0,0
Frag,75018947,1194876432,75019043,1194876528,f,0,96,76,76,80.00,80.00,0,0
Frag,77753044,1187416740,77753108,1187416804,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1299828800,77753108,1299828864,f,0,64,51,51,80.00,80.00,0,0
Frag,77753044,1293933425,77753108,1293933489,f,0,64,51,51,80.00,80.00,0,0
